form	lemma	POS	register
วิพากษ์	วิพากษ์	verb	formal
วุ่น	วุ่น	verb	formal
เวียนเทียน	เวียนเทียน	verb	formal
ไว้หน้า	ไว้หน้า	verb	formal
สแกน	สแกน	verb	formal
ส่งข่าว	ส่งข่าว	verb	formal
ส่งตัว	ส่งตัว	verb	formal
สงสัย	สงสัย	verb	formal
สบาย	สบาย	verb	formal
สมคบคิด	สมคบคิด	verb	formal
สมใจ	สมใจ	verb	formal
สมทบ	สมทบ	verb	formal
สมปรารถนา	สมปรารถนา	verb	formal
สมหวัง	สมหวัง	verb	formal
สมัครงาน	สมัครงาน	verb	formal
สร้างสถานการณ์	สร้างสถานการณ์	verb	formal
สวนหนังสือ	สวนหนังสือ	verb	formal
ส่องแสง	ส่องแสง	verb	formal
สอบผ่าน	สอบผ่าน	verb	formal
สอพลอ	สอพลอ	verb	formal
สะกดจิต	สะกดจิต	verb	formal
สะดีดสะดิ้ง	สะดีดสะดิ้ง	verb	formal
สะเดาะ	สะเดาะ	verb	formal
สะเดาะเคราะห์	สะเดาะเคราะห์	verb	formal
สะท้อนแสง	สะท้อนแสง	verb	formal
สะเทือน	สะเทือน	verb	formal
สะพาย	สะพาย	verb	formal
สะสมเหรียญ	สะสมเหรียญ	verb	formal
สะสาง	สะสาง	verb	formal
สักการะ	สักการะ	verb	formal
สังเกตการณ์	สังเกตการณ์	verb	formal
สังเกตเห็น	สังเกตเห็น	verb	formal
สั่งยา	สั่งยา	verb	formal
สั่นเครือ	สั่นเครือ	verb	formal
สั่นสะท้าน	สั่นสะท้าน	verb	formal
สัมภาษณ์	สัมภาษณ์	verb	formal
สาก	สาก	verb	formal
สาแก่ใจ	สาแก่ใจ	verb	formal
สาธก	สาธก	verb	formal
สาธุ	สาธุ	verb	formal
สานต่อ	สานต่อ	verb	formal
สำนึกผิด	สำนึกผิด	verb	formal
สำรวจ	สำรวจ	verb	formal
สำราญใจ	สำราญใจ	verb	formal
สำเริง	สำเริง	verb	formal
สีแตก	สีแตก	verb	informal
สึก	สึก	verb	formal
สึกหรอ	สึกหรอ	verb	formal
สืบพยาน	สืบพยาน	verb	formal
สุกปลั่ง	สุกปลั่ง	verb	formal
สุขสงบ	สุขสงบ	verb	formal
สุขุม	สุขุม	verb	formal
สู่	สู่	verb	formal
สู้	สู้	verb	formal
สูดดม	สูดดม	verb	formal
เสนอราคา	เสนอราคา	verb	formal
เสี่ยง	เสี่ยง	verb	formal
เสียงแตก	เสียงแตก	verb	formal
เสียดาย	เสียดาย	verb	formal
เสียทรง	เสียทรง	verb	formal
เสียฤกษ์	เสียฤกษ์	verb	formal
เสียสติ	เสียสติ	verb	formal
แสดงความยินดี	แสดงความยินดี	verb	formal
แสดงละคร	แสดงละคร	verb	formal
แสวง	แสวง	verb	formal
หง่อม	หง่อม	verb	formal
หนาแน่น	หนาแน่น	verb	formal
หน้าบูด	หน้าบูด	verb	formal
หนาวสั่น	หนาวสั่น	verb	formal
หนำใจ	หนำใจ	verb	formal
หนีหาย	หนีหาย	verb	formal
หมดกระเป๋า	หมดกระเป๋า	verb	formal
หมดฤทธิ์	หมดฤทธิ์	verb	formal
หมดเวรหมดกรรม	หมดเวรหมดกรรม	verb	informal
หมาง	หมาง	verb	formal
หมายมั่น	หมายมั่น	verb	formal
หมุนเงิน	หมุนเงิน	verb	formal
หมุนวน	หมุนวน	verb	formal
หยั่งทราบ	หยั่งทราบ	verb	formal
หยั่งรู้	หยั่งรู้	verb	formal
หยาม	หยาม	verb	formal
หยี	หยี	verb	formal
หยุดงาน	หยุดงาน	verb	formal
หยุดยั้ง	หยุดยั้ง	verb	formal
หรอ	หรอ	verb	formal
หลงระเริง	หลงระเริง	verb	formal
หลอกตัวเอง	หลอกตัวเอง	verb	formal
หลอกหลอน	หลอกหลอน	verb	formal
หลั่งน้ำตา	หลั่งน้ำตา	verb	formal
หลับนก	หลับนก	verb	formal
หลาบ	หลาบ	verb	formal
หลิ่ว	หลิ่ว	verb	formal
หลีกทาง	หลีกทาง	verb	formal
หลุดพ้น	หลุดพ้น	verb	formal
หวงก้าง	หวงก้าง	verb	formal
หวงแหน	หวงแหน	verb	formal
หวน	หวน	verb	formal
หวั่นไหว	หวั่นไหว	verb	formal
หวีด	หวีด	verb	formal
หวีผม	หวีผม	verb	formal
หักล้าง	หักล้าง	verb	formal
หันรีหันขวาง	หันรีหันขวาง	verb	formal
หัวหด	หัวหด	verb	formal
หายใจ	หายใจ	verb	formal
หูตาสว่าง	หูตาสว่าง	verb	formal
เห็นด้วย	เห็นด้วย	verb	formal
เห็นดีเห็นงาม	เห็นดีเห็นงาม	verb	formal
เห็นแย้ง	เห็นแย้ง	verb	formal
เหิมเกริม	เหิมเกริม	verb	formal
แห้งผาก	แห้งผาก	verb	formal
แหวกแนว	แหวกแนว	verb	formal
โหน	โหน	verb	informal
ให้ความร่วมมือ	ให้ความร่วมมือ	verb	formal
ให้ความสำคัญ	ให้ความสำคัญ	verb	formal
ให้คำมั่น	ให้คำมั่น	verb	formal
ให้ประกัน	ให้ประกัน	verb	formal
ให้อภัยโทษ	ให้อภัยโทษ	verb	formal
ไหลผ่าน	ไหลผ่าน	verb	formal
ไหว้วาน	ไหว้วาน	verb	formal
อบรมสั่งสอน	อบรมสั่งสอน	verb	formal
อวดตัว	อวดตัว	verb	formal
อวสาน	อวสาน	verb	formal
ออกกำลัง	ออกกำลัง	verb	formal
ออกไข่	ออกไข่	verb	formal
ออกความเห็น	ออกความเห็น	verb	formal
ออกใช้	ออกใช้	verb	formal
ออกรบ	ออกรบ	verb	formal
ออกหน้าออกตา	ออกหน้าออกตา	verb	formal
ออดอ้อนออเซาะ	ออดอ้อนออเซาะ	verb	formal
อ่อนต่อโลก	อ่อนต่อโลก	verb	formal
อ่อนตัว	อ่อนตัว	verb	formal
ออมทรัพย์	ออมทรัพย์	verb	formal
อัดจาระบี	อัดจาระบี	verb	formal
อัพเกรด	อัพเกรด	verb	formal
อาฆาต	อาฆาต	verb	formal
อ้างถึง	อ้างถึง	verb	formal
อาบแดด	อาบแดด	verb	formal
อิจฉาริษยา	อิจฉาริษยา	verb	formal
อุตสาห์	อุตสาห์	verb	formal
เอกเขนก	เอกเขนก	verb	formal
เอาจริง	เอาจริง	verb	formal
เอียง	เอียง	verb	formal
เอี่ยม	เอี่ยม	verb	formal
เอื้ออาทร	เอื้ออาทร	verb	formal
ฮา	ฮา	verb	formal
กดน้ำ	กดน้ำ	verb	informal
ก้ม	ก้ม	verb	formal
กรน	กรน	verb	formal
กระฉอก	กระฉอก	verb	formal
กระชั้น	กระชั้น	verb	formal
กระชาก	กระชาก	verb	formal
กระแซะ	กระแซะ	verb	formal
กระด้างกระเดื่อง	กระด้างกระเดื่อง	verb	formal
กระโดดน้ำ	กระโดดน้ำ	verb	formal
กระทบกระเทียบ	กระทบกระเทียบ	verb	formal
กระเพื่อม	กระเพื่อม	verb	formal
กระวีกระวาด	กระวีกระวาด	verb	formal
กระหายน้ำ	กระหายน้ำ	verb	formal
กระเหี้ยนกระหือรือ	กระเหี้ยนกระหือรือ	verb	formal
กราบเรียน	กราบเรียน	verb	formal
กรีดนิ้ว	กรีดนิ้ว	verb	formal
กลมกลืน	กลมกลืน	verb	formal
กลับบ้าน	กลับบ้าน	verb	formal
กลั้วคอ	กลั้วคอ	verb	formal
กลายพันธุ์	กลายพันธุ์	verb	formal
กวดขัน	กวดขัน	verb	formal
กวัก	กวัก	verb	formal
กว้างขวาง	กว้างขวาง	verb	formal
กวาดตา	กวาดตา	verb	formal
กว้านซื้อ	กว้านซื้อ	verb	formal
ก่อการร้าย	ก่อการร้าย	verb	formal
กอดรัด	กอดรัด	verb	formal
ก๊อบปี้	ก๊อบปี้	verb	formal
ก้อร่อก้อติก	ก้อร่อก้อติก	verb	formal
กะปลกกะเปลี้ย	กะปลกกะเปลี้ย	verb	formal
กันกระแทก	กันกระแทก	verb	formal
ก้าวไกล	ก้าวไกล	verb	formal
กำเริบ	กำเริบ	verb	formal
กำหนัด	กำหนัด	verb	formal
กินเหล้า	กินเหล้า	verb	formal
กุมอำนาจ	กุมอำนาจ	verb	formal
เกทับ	เกทับ	verb	formal
เกลี้ยกล่อม	เกลี้ยกล่อม	verb	formal
เกลือกกลิ้ง	เกลือกกลิ้ง	verb	formal
เกษียณ	เกษียณ	verb	formal
เกาะกิน	เกาะกิน	verb	formal
เกาะติด	เกาะติด	verb	formal
เกี่ยวเนื่อง	เกี่ยวเนื่อง	verb	formal
เกี้ยวพาราสี	เกี้ยวพาราสี	verb	formal
แก้ไขปรับปรุง	แก้ไขปรับปรุง	verb	formal
แกว่งไปแกว่งมา	แกว่งไปแกว่งมา	verb	formal
โกน	โกน	verb	informal
โกย	โกย	verb	informal
โกหกพกลม	โกหกพกลม	verb	formal
ใกล้	ใกล้	verb	formal
ขนถ่ายสินค้า	ขนถ่ายสินค้า	verb	formal
ขยิบตา	ขยิบตา	verb	formal
ขวางหูขวางตา	ขวางหูขวางตา	verb	formal
ข้องขัด	ข้องขัด	verb	formal
ขอประทานโทษ	ขอประทานโทษ	verb	formal
ขอลา	ขอลา	verb	formal
ขัดเกลา	ขัดเกลา	verb	formal
ขัดข้อง	ขัดข้อง	verb	formal
ขับไล่ไสส่ง	ขับไล่ไสส่ง	verb	formal
ขาดการติดต่อ	ขาดการติดต่อ	verb	formal
ขาดตกบกพร่อง	ขาดตกบกพร่อง	verb	formal
ขาดเม็ด	ขาดเม็ด	verb	formal
ขาดหาย	ขาดหาย	verb	formal
ขายตัว	ขายตัว	verb	formal
ขี่จักรยาน	ขี่จักรยาน	verb	formal
ขี้จุ๊	ขี้จุ๊	verb	formal
ขึ้นเหนือล่องใต้	ขึ้นเหนือล่องใต้	verb	formal
เข็น	เข็น	verb	formal
เข่น	เข่น	verb	formal
เข้า	เข้า	verb	formal
เข้าขั้น	เข้าขั้น	verb	formal
เข้าคู่	เข้าคู่	verb	formal
เข้าตากรรมการ	เข้าตากรรมการ	verb	formal
เข้าปิ้ง	เข้าปิ้ง	verb	informal
เข้าเฝือก	เข้าเฝือก	verb	formal
เข้ามา	เข้ามา	verb	formal
เข้าร่วม	เข้าร่วม	verb	formal
เข้าสู่ระบบ	เข้าสู่ระบบ	verb	formal
เขียนหนังสือ	เขียนหนังสือ	verb	formal
แขวน	แขวน	verb	formal
ไขก๊อก	ไขก๊อก	verb	formal
ไขความลับ	ไขความลับ	verb	formal
ไขว้เขว	ไขว้เขว	verb	informal
คง	คง	verb	formal
คน	คน	verb	formal
ค้น	ค้น	verb	formal
ค้นคว้า	ค้นคว้า	verb	formal
ครวญ	ครวญ	verb	formal
คร่าชีวิต	คร่าชีวิต	verb	formal
คลั่ง	คลั่ง	verb	formal
คลาคล่ำ	คลาคล่ำ	verb	formal
คลานเข่า	คลานเข่า	verb	formal
คลุม	คลุม	verb	formal
คลุ้ม	คลุ้ม	verb	formal
ควักเนื้อ	ควักเนื้อ	verb	formal
ควั่น	ควั่น	verb	formal
ควานหา	ควานหา	verb	formal
คอมไพล์	คอมไพล์	verb	formal
คัดตัว	คัดตัว	verb	formal
คา	คา	verb	formal
ค้า	ค้า	verb	formal
ค้างแรม	ค้างแรม	verb	formal
ค่าชดเชย	ค่าชดเชย	verb	formal
คาดคิด	คาดคิด	verb	formal
คาดฝัน	คาดฝัน	verb	formal
คาดหน้า	คาดหน้า	verb	formal
คาราคาซัง	คาราคาซัง	verb	formal
คืนชีพ	คืนชีพ	verb	formal
คืนให้	คืนให้	verb	formal
คุ้นหู	คุ้นหู	verb	formal
คุ้มค่าเหนื่อย	คุ้มค่าเหนื่อย	verb	formal
คุยเก่ง	คุยเก่ง	verb	formal
คู่คี่	คู่คี่	verb	formal
เคล้น	เคล้น	verb	formal
เคียงคู่	เคียงคู่	verb	formal
เคียดแค้น	เคียดแค้น	verb	formal
เคี่ยว	เคี่ยว	verb	formal
เคี้ยว	เคี้ยว	verb	formal
โค่นต้นไม้	โค่นต้นไม้	verb	formal
ฆ่า	ฆ่า	verb	formal
งงเป็นไก่ตาแตก	งงเป็นไก่ตาแตก	verb	formal
ง่วน	ง่วน	verb	formal
ง้องอน	ง้องอน	verb	formal
งัดข้อ	งัดข้อ	verb	formal
ง่ายๆ	ง่ายๆ	verb	formal
งี่เง่า	งี่เง่า	verb	formal
เงื้อ	เงื้อ	verb	formal
แง่น	แง่น	verb	formal
จงกรม	จงกรม	verb	formal
จดจ้อง	จดจ้อง	verb	formal
จม	จม	verb	informal
จรด	จรด	verb	formal
จวก	จวก	verb	informal
จ้วง	จ้วง	verb	formal
จัด	จัด	verb	formal
จัดการ	จัดการ	verb	formal
จัดซื้อจัดจ้าง	จัดซื้อจัดจ้าง	verb	formal
จัดแบ่ง	จัดแบ่ง	verb	formal
จัดลำดับ	จัดลำดับ	verb	formal
จัดวาง	จัดวาง	verb	formal
จับจ่าย	จับจ่าย	verb	formal
จ่ายของ	จ่ายของ	verb	formal
จ่ายค่าเช่า	จ่ายค่าเช่า	verb	formal
จำนอง	จำนอง	verb	formal
จำนำ	จำนำ	verb	formal
จิบ	จิบ	verb	formal
จี่	จี่	verb	formal
จุ๋มจิ๋ม	จุ๋มจิ๋ม	verb	formal
จู้จี้จุกจิก	จู้จี้จุกจิก	verb	formal
เจริญตาเจริญใจ	เจริญตาเจริญใจ	verb	formal
เจ้ากี้เจ้าการ	เจ้ากี้เจ้าการ	verb	formal
เจื่อน	เจื่อน	verb	formal
ใจน้อย	ใจน้อย	verb	formal
ใจเบา	ใจเบา	verb	formal
ใจร้าย	ใจร้าย	verb	formal
ใจหาย	ใจหาย	verb	formal
ฉกชิง	ฉกชิง	verb	formal
ฉะฉาน	ฉะฉาน	verb	formal
ฉายแวว	ฉายแวว	verb	formal
ฉายหนัง	ฉายหนัง	verb	informal
ฉีกหน้า	ฉีกหน้า	verb	formal
เฉลิมฉลอง	เฉลิมฉลอง	verb	formal
เฉลี่ย	เฉลี่ย	verb	formal
เฉวียง	เฉวียง	verb	formal
เฉียบขาด	เฉียบขาด	verb	formal
เฉื่อย	เฉื่อย	verb	formal
เฉื่อยชา	เฉื่อยชา	verb	formal
ชงชา	ชงชา	verb	formal
ชนะขาดลอย	ชนะขาดลอย	verb	formal
ชม้อย	ชม้อย	verb	formal
ช่วยกัน	ช่วยกัน	verb	formal
ชอน	ชอน	verb	formal
ช้อน	ช้อน	verb	formal
ชอบอกชอบใจ	ชอบอกชอบใจ	verb	formal
ชะล่าใจ	ชะล่าใจ	verb	formal
ชักสีหน้า	ชักสีหน้า	verb	formal
ชัดแจ๋ว	ชัดแจ๋ว	verb	formal
ช้าลง	ช้าลง	verb	formal
ชิงดีชิงเด่น	ชิงดีชิงเด่น	verb	formal
ชิงตำแหน่ง	ชิงตำแหน่ง	verb	formal
ชี้ให้เห็น	ชี้ให้เห็น	verb	formal
ชูกำลัง	ชูกำลัง	verb	formal
เช็ค	เช็ค	verb	formal
เช็ดหน้า	เช็ดหน้า	verb	formal
เช่าซื้อ	เช่าซื้อ	verb	formal
เชิญ	เชิญ	verb	formal
เชียบ	เชียบ	verb	formal
เชื่อฟัง	เชื่อฟัง	verb	formal
เชื่อลมปาก	เชื่อลมปาก	verb	formal
แช่เย็น	แช่เย็น	verb	formal
ซักถาม	ซักถาม	verb	formal
ซักฟอก	ซักฟอก	verb	formal
ซาบซ่าน	ซาบซ่าน	verb	formal
ซึมซาบ	ซึมซาบ	verb	formal
ซึมเซา	ซึมเซา	verb	formal
ซุกซน	ซุกซน	verb	formal
เซ่อ	เซ่อ	verb	formal
แซงหน้า	แซงหน้า	verb	formal
ด้นดั้น	ด้นดั้น	verb	formal
ดวงไม่ดี	ดวงไม่ดี	verb	formal
ด้อย	ด้อย	verb	formal
ดักรอ	ดักรอ	verb	formal
ดับชีพ	ดับชีพ	verb	formal
ด่ากลับ	ด่ากลับ	verb	formal
ด่าทอ	ด่าทอ	verb	formal
ด้านหน้า	ด้านหน้า	verb	formal
ดาย	ดาย	verb	formal
ดีกว่า	ดีกว่า	verb	formal
ดีดขึ้น	ดีดขึ้น	verb	formal
ดึงดูดความสนใจ	ดึงดูดความสนใจ	verb	formal
ดูด	ดูด	verb	formal
ดูดดื่ม	ดูดดื่ม	verb	formal
ดูลาดเลา	ดูลาดเลา	verb	formal
เดินแต้ม	เดินแต้ม	verb	formal
เดินทัพ	เดินทัพ	verb	formal
เดินเท้า	เดินเท้า	verb	formal
เดินสะพัด	เดินสะพัด	verb	formal
เดินสาย	เดินสาย	verb	formal
แดดิ้น	แดดิ้น	verb	formal
ได้มาตรฐาน	ได้มาตรฐาน	verb	formal
ตกถังข้าวสาร	ตกถังข้าวสาร	verb	formal
ตกใน	ตกใน	verb	formal
ตบตี	ตบตี	verb	formal
ตบเท้า	ตบเท้า	verb	formal
ตรวจโรค	ตรวจโรค	verb	formal
ตรวจวัด	ตรวจวัด	verb	formal
ตลบอบอวล	ตลบอบอวล	verb	formal
ตอก	ตอก	verb	formal
ต่อตา	ต่อตา	verb	formal
ต่อท้าย	ต่อท้าย	verb	formal
ต้อนรับ	ต้อนรับ	verb	formal
ต้อนรับแขก	ต้อนรับแขก	verb	formal
ต่อมตง	ต่อมตง	verb	informal
ตักบาตร	ตักบาตร	verb	formal
ตักออก	ตักออก	verb	formal
ตั้งไข่	ตั้งไข่	verb	formal
ตั้งใจดี	ตั้งใจดี	verb	formal
ตั้งสติ	ตั้งสติ	verb	formal
ตัดความสัมพันธ์	ตัดความสัมพันธ์	verb	formal
ตัดงบ	ตัดงบ	verb	formal
ตัดพ้อต่อว่า	ตัดพ้อต่อว่า	verb	formal
ตากลม	ตากลม	verb	formal
ตากอากาศ	ตากอากาศ	verb	formal
ต้านทาน	ต้านทาน	verb	formal
ตาหรี่	ตาหรี่	verb	formal
ติดเก้ง	ติดเก้ง	verb	formal
ติดคุก	ติดคุก	verb	formal
ติดงาน	ติดงาน	verb	formal
ติดเงิน	ติดเงิน	verb	formal
ติดสอยห้อยตาม	ติดสอยห้อยตาม	verb	formal
ติดหล่ม	ติดหล่ม	verb	formal
ติดอยู่ในใจ	ติดอยู่ในใจ	verb	formal
ตีกลอง	ตีกลอง	verb	formal
ตีตัวออกห่าง	ตีตัวออกห่าง	verb	formal
ตีทอง	ตีทอง	verb	formal
ตีบทแตก	ตีบทแตก	verb	formal
ตีแผ่	ตีแผ่	verb	formal
เต่งตึง	เต่งตึง	verb	formal
เต็มขอบ	เต็มขอบ	verb	formal
เตรียมตัวเตรียมใจ	เตรียมตัวเตรียมใจ	verb	formal
เตียงหัก	เตียงหัก	verb	informal
แตก	แตก	verb	formal
แตกกัน	แตกกัน	verb	formal
แตกฉาน	แตกฉาน	verb	formal
แต่ง	แต่ง	verb	formal
แต่งเมีย	แต่งเมีย	verb	formal
โต้คารม	โต้คารม	verb	formal
ถลุง	ถลุง	verb	informal
ถ่วงเวลา	ถ่วงเวลา	verb	formal
ถอดสี	ถอดสี	verb	formal
ถอดเสื้อผ้า	ถอดเสื้อผ้า	verb	formal
ถ่อม	ถ่อม	verb	formal
ถ่อมตน	ถ่อมตน	verb	formal
ถัก	ถัก	verb	formal
ถ่ายรูป	ถ่ายรูป	verb	formal
ถึงที่ตาย	ถึงที่ตาย	verb	formal
ถือดี	ถือดี	verb	formal
ถือสิทธิ์	ถือสิทธิ์	verb	formal
ไถเงิน	ไถเงิน	verb	formal
ไถ่บาป	ไถ่บาป	verb	informal
ทแกล้ว	ทแกล้ว	verb	formal
ทรมาน	ทรมาน	verb	formal
ทวี	ทวี	verb	formal
ท้อใจ	ท้อใจ	verb	formal
ทอด	ทอด	verb	formal
ทอดกฐิน	ทอดกฐิน	verb	formal
ทัด	ทัด	verb	formal
ทาบกิ่ง	ทาบกิ่ง	verb	formal
ทายปัญหา	ทายปัญหา	verb	formal
ทำงานครึ่งวัน	ทำงานครึ่งวัน	verb	formal
ทำตามอย่าง	ทำตามอย่าง	verb	formal
ทำนายฝัน	ทำนายฝัน	verb	formal
ทำเป็นอาชีพ	ทำเป็นอาชีพ	verb	formal
ทำผิด	ทำผิด	verb	formal
ทำสวน	ทำสวน	verb	formal
ทำสำเร็จ	ทำสำเร็จ	verb	formal
ทำให้ตื่นเต้น	ทำให้ตื่นเต้น	verb	formal
ทำให้สะดวกขึ้น	ทำให้สะดวกขึ้น	verb	formal
ทำให้สะอาด	ทำให้สะอาด	verb	formal
ทำให้เสียหาย	ทำให้เสียหาย	verb	formal
ทิ้ง	ทิ้ง	verb	formal
ทิ้งสมอ	ทิ้งสมอ	verb	formal
ทิ้งห่าง	ทิ้งห่าง	verb	formal
ทิวงคต	ทิวงคต	verb	formal
เทอดทูน	เทอดทูน	verb	formal
เทียม	เทียม	verb	formal
แทงใจดำ	แทงใจดำ	verb	formal
แทงหวย	แทงหวย	verb	formal
โทษ	โทษ	verb	formal
นอน	นอน	verb	formal
นอนลง	นอนลง	verb	formal
นั่งรถเมล์	นั่งรถเมล์	verb	formal
น่าขบขัน	น่าขบขัน	verb	formal
น่าเร้าใจ	น่าเร้าใจ	verb	formal
น้ำลายไหล	น้ำลายไหล	verb	formal
นำสืบ	นำสืบ	verb	formal
นิเทศ	นิเทศ	verb	formal
นิยมชมชอบ	นิยมชมชอบ	verb	formal
นิราศ	นิราศ	verb	formal
นึกภาพ	นึกภาพ	verb	formal
นุ่งน้อยห่มน้อย	นุ่งน้อยห่มน้อย	verb	formal
เน่าเสีย	เน่าเสีย	verb	formal
แน่จริง	แน่จริง	verb	formal
โน้ม	โน้ม	verb	formal
บงการ	บงการ	verb	formal
บรรลัย	บรรลัย	verb	formal
บรรลุเป้าหมาย	บรรลุเป้าหมาย	verb	formal
บริกรรมคาถา	บริกรรมคาถา	verb	formal
บวช	บวช	verb	formal
บวม	บวม	verb	formal
บอกชื่อ	บอกชื่อ	verb	formal
บอกเล่าเก้าสิบ	บอกเล่าเก้าสิบ	verb	formal
บังคับใช้กฎหมาย	บังคับใช้กฎหมาย	verb	formal
บาทาสามัคคี	บาทาสามัคคี	verb	formal
บำรุง	บำรุง	verb	formal
บำรุงขวัญ	บำรุงขวัญ	verb	formal
บิทช	บิทช	verb	informal
บินเดี่ยว	บินเดี่ยว	verb	formal
บีบคั้น	บีบคั้น	verb	formal
เบี้ยน้อยหอยน้อย	เบี้ยน้อยหอยน้อย	verb	formal
แบ่งสันปันส่วน	แบ่งสันปันส่วน	verb	formal
แบมือ	แบมือ	verb	formal
โบก	โบก	verb	formal
ใบ้หวย	ใบ้หวย	verb	formal
ปกปิด	ปกปิด	verb	formal
ปฏิบัติภารกิจ	ปฏิบัติภารกิจ	verb	formal
ปฏิภาค	ปฏิภาค	verb	formal
ปรบ	ปรบ	verb	formal
ปรวนแปร	ปรวนแปร	verb	formal
ประกอบธุรกิจ	ประกอบธุรกิจ	verb	formal
ประกับ	ประกับ	verb	formal
ประกาศตัว	ประกาศตัว	verb	formal
ประจวบ	ประจวบ	verb	formal
ประจัน	ประจัน	verb	formal
ประทานโทษ	ประทานโทษ	verb	formal
ประพฤติมิชอบ	ประพฤติมิชอบ	verb	formal
ประพันธ์	ประพันธ์	verb	formal
ประมาณ	ประมาณ	verb	formal
ประโลมใจ	ประโลมใจ	verb	formal
ปริ	ปริ	verb	formal
ปลงใจ	ปลงใจ	verb	formal
ปลดเกษียณ	ปลดเกษียณ	verb	informal
ปล้น	ปล้น	verb	formal
ปลอบโยน	ปลอบโยน	verb	formal
ปล่อยกาย	ปล่อยกาย	verb	formal
ปล่อยเกียร์ว่าง	ปล่อยเกียร์ว่าง	verb	formal
ปล่อยตัวปล่อยใจ	ปล่อยตัวปล่อยใจ	verb	formal
ปล่อยทิ้ง	ปล่อยทิ้ง	verb	formal
ปล่อยอารมณ์	ปล่อยอารมณ์	verb	formal
ปลื้มใจ	ปลื้มใจ	verb	formal
ปลุกผี	ปลุกผี	verb	formal
ปวดปัสสาวะ	ปวดปัสสาวะ	verb	formal
ปอง	ปอง	verb	formal
ป่อง	ป่อง	verb	formal
ป้อง	ป้อง	verb	formal
ปอดลอย	ปอดลอย	verb	informal
ปักเขต	ปักเขต	verb	formal
ปั้นเรื่อง	ปั้นเรื่อง	verb	formal
ปั๊ม	ปั๊ม	verb	informal
ปากว่าตาขยิบ	ปากว่าตาขยิบ	verb	formal
ปากหมา	ปากหมา	verb	formal
ปิดไฟ	ปิดไฟ	verb	formal
เป็นต้นเหตุ	เป็นต้นเหตุ	verb	formal
เป็นต่อ	เป็นต่อ	verb	formal
เป็นที่ยอมรับ	เป็นที่ยอมรับ	verb	formal
เป็นประโยชน์	เป็นประโยชน์	verb	formal
เป็นอะไร	เป็นอะไร	verb	formal
เปรียบกับ	เปรียบกับ	verb	formal
เปล่งรัศมี	เปล่งรัศมี	verb	formal
เปลี่ยนความคิด	เปลี่ยนความคิด	verb	formal
เปลี่ยนตัว	เปลี่ยนตัว	verb	formal
เปลี่ยนแปลง	เปลี่ยนแปลง	verb	formal
เปลี่ยว	เปลี่ยว	verb	formal
เป๊ะ	เป๊ะ	verb	formal
เปิดกว้าง	เปิดกว้าง	verb	formal
เปื่อย	เปื่อย	verb	formal
แปรพักตร์	แปรพักตร์	verb	formal
แปลกตา	แปลกตา	verb	formal
แปลความหมาย	แปลความหมาย	verb	formal
โปร่งใส	โปร่งใส	verb	formal
โปรดเกล้า	โปรดเกล้า	verb	formal
ไปดู	ไปดู	verb	formal
ผ่อนหนักผ่อนเบา	ผ่อนหนักผ่อนเบา	verb	formal
ผอมแห้งแรงน้อย	ผอมแห้งแรงน้อย	verb	formal
ผ่านพ้น	ผ่านพ้น	verb	formal
ผิดพลาด	ผิดพลาด	verb	formal
ผูกพัน	ผูกพัน	verb	formal
ฝังใน	ฝังใน	verb	formal
ฝากไข้	ฝากไข้	verb	formal
ฝึกฝน	ฝึกฝน	verb	formal
ฝืนธรรมชาติ	ฝืนธรรมชาติ	verb	formal
เฝ้ายาม	เฝ้ายาม	verb	formal
ใฝ่	ใฝ่	verb	formal
ใฝ่ฝัน	ใฝ่ฝัน	verb	formal
พ้นสมัย	พ้นสมัย	verb	formal
พ้นอันตราย	พ้นอันตราย	verb	formal
พระราชทาน	พระราชทาน	verb	formal
พราวแพรว	พราวแพรว	verb	formal
พริ้งพราย	พริ้งพราย	verb	formal
พลั้งปาก	พลั้งปาก	verb	formal
พล่าน	พล่าน	verb	formal
พลิกคว่ำ	พลิกคว่ำ	verb	formal
พลิกลิ้น	พลิกลิ้น	verb	formal
พลิกศพ	พลิกศพ	verb	formal
พอเหมาะ	พอเหมาะ	verb	formal
พักกลางวัน	พักกลางวัน	verb	formal
พักงาน	พักงาน	verb	formal
พากย์	พากย์	verb	formal
พากัน	พากัน	verb	formal
พาดพิง	พาดพิง	verb	formal
พำนัก	พำนัก	verb	formal
พิศ	พิศ	verb	formal
พึ่งพา	พึ่งพา	verb	formal
พื้นเสีย	พื้นเสีย	verb	formal
พุ่งแหลน	พุ่งแหลน	verb	formal
พูดเกินจริง	พูดเกินจริง	verb	formal
พูดโทรศัพท์	พูดโทรศัพท์	verb	formal
พูดปด	พูดปด	verb	formal
พูดเปรยๆ	พูดเปรยๆ	verb	formal
เพรียกพร้อง	เพรียกพร้อง	verb	formal
เพิ่มเติม	เพิ่มเติม	verb	formal
แพ้ยา	แพ้ยา	verb	formal
ฟัน	ฟัน	verb	formal
ฟั่น	ฟั่น	verb	formal
เฟ้น	เฟ้น	verb	formal
ภาคทัณฑ์	ภาคทัณฑ์	verb	formal
มละ	มละ	verb	formal
มอบให้	มอบให้	verb	formal
มั่นอกมั่นใจ	มั่นอกมั่นใจ	verb	formal
มาจาก	มาจาก	verb	formal
มี	มี	verb	formal
มีครอบครัว	มีครอบครัว	verb	formal
